,id,name,type,description,human_readable_id,graph_embedding,text_unit_ids,description_embedding
183,4026806fa92f4e849a59a7f5c9a45c79,SECURE WORKING PROCEDURES,"PROCEDURE, SECURITY CONTROL",Procedures established for conducting activities within secure areas to maintain security and integrity.,183,,['b6f56ad099f8fd9c8ca68ff3c24ba4c1'],"[ 0.01547036  0.01782631  0.05644998 ... -0.04971869  0.0081878
 -0.02704121]"
184,68e0c60d2e8845d89d9d0ad397833648,DELIVERY AND LOADING AREAS,"LOCATION, FACILITY","The ""DELIVERY AND LOADING AREAS"" are designated access points critical for the receipt and dispatch of goods. These areas necessitate the implementation of security measures to regulate entry and safeguard sensitive information during delivery and loading operations. The controlled access is essential to prevent unauthorized entry, ensuring the integrity and security of the goods being handled. Overall, these areas play a vital role in the logistics and supply chain management, balancing operational efficiency with the need for security.",184,,['37f43e497659d7c4281ad4d1c98e5ba8' 'b6f56ad099f8fd9c8ca68ff3c24ba4c1'],[0.04593544 0.0118374  0.09101228 ... 0.00018861 0.02231114 0.01227302]
185,101572f552b54e529fe7765c05168981,EXTERNAL THREATS,"CONCEPT, RISK","External threats include natural disasters, malicious attacks, or accidents that can compromise the safety and security of facilities.",185,,['37f43e497659d7c4281ad4d1c98e5ba8'],"[-0.02227396  0.01562485  0.09474151 ... -0.0263759  -0.01345259
  0.01960549]"
186,60c58026b2764b40adffca6eaa31d6d9,EQUIPMENT,"ITEM, ASSET","Equipment encompasses physical assets utilized within an organization, including devices and machinery that are essential for operational continuity. These assets necessitate protection from various risks, as well as regular maintenance and security measures, to ensure their availability and integrity. Proper management of equipment is crucial for sustaining organizational functions and mitigating potential disruptions.",186,,['56856509d39eb5b674366bbc76ffd72b' 'd9bef38ecf65fb925fa6952a2bf29ad9'],"[ 0.02077333  0.05631197  0.06313767 ... -0.01126358  0.0292699
  0.04140447]"
187,ad1595a78935472999444c9330e7730e,ENVIRONMENTAL THREATS,"HAZARD, RISK","Environmental threats are potential dangers that can cause harm to equipment and operations, such as natural disasters or hazardous conditions.",187,,['d9bef38ecf65fb925fa6952a2bf29ad9'],"[-0.01957826  0.03799345  0.06297781 ... -0.04085804  0.01005297
  0.03045507]"
188,735d19aea0744b2295556841c5c4c3fd,UNAUTHORIZED ACCESS,SECURITY RISK,"Unauthorized access refers to the risk of individuals gaining access to equipment or information without permission, which can lead to theft or compromise.",188,,['d9bef38ecf65fb925fa6952a2bf29ad9'],"[ 0.03591174  0.01954774  0.0405649  ... -0.01487231  0.01437137
  0.04434977]"
189,c725babdb14a485582f8fbdf95429030,SUPPORTING UTILITIES,"SYSTEM, INFRASTRUCTURE",Supporting utilities are essential services such as power and telecommunications that support the operation of equipment and must be protected from failures.,189,,['d9bef38ecf65fb925fa6952a2bf29ad9'],"[ 0.00362782  0.01541245  0.05938528 ... -0.01817374  0.01309018
  0.04931058]"
190,a0047221896d418d849847d422fa4bb8,CABLING,"ITEM, INFRASTRUCTURE","Cabling refers to the physical wiring that carries data and supports information services, which must be secured against interception and damage.",190,,['d9bef38ecf65fb925fa6952a2bf29ad9'],"[ 0.05378064 -0.01720086  0.02926854 ... -0.0327299  -0.01458718
  0.02169828]"
191,98fc2ee593184c5a839454db4eec7013,MAINTENANCE,"PROCESS, ACTIVITY",Maintenance involves the regular upkeep and servicing of equipment to ensure its functionality and integrity over time.,191,,['d9bef38ecf65fb925fa6952a2bf29ad9'],"[ 0.03065291  0.103232    0.05232501 ... -0.01132054  0.00457017
  0.021743  ]"
192,80020a1da63042459e00266b2a605452,INFORMATION,"DATA, ASSET","Information encompasses data that may be sensitive and requires protection, especially when it is stored or processed.",192,,['56856509d39eb5b674366bbc76ffd72b'],"[ 0.03313359  0.00869566  0.05099426 ... -0.02195798  0.00925381
  0.03468117]"
193,31a7e680c4d54101afe4c8d52d246913,SOFTWARE,"ITEM, ASSET",Software refers to programs and applications that may contain sensitive data and require secure handling and disposal.,193,,['56856509d39eb5b674366bbc76ffd72b'],"[ 0.03905331  0.02159749  0.02325884 ... -0.00060838  0.0182046
  0.01246009]"
194,351abba16e5c448994c6daf48121b14d,SECURITY MEASURES,"PROCEDURE, CONTROL","Security measures are protocols and practices implemented to protect equipment, information, and software from unauthorized access or damage.",194,,['56856509d39eb5b674366bbc76ffd72b'],"[ 0.0303246   0.01303463  0.06404486 ... -0.03240928 -0.00399743
 -0.0083441 ]"
195,50ea7d3b69614bcdbfbff7ddbfbf3d34,DISPOSAL,"PROCESS, CONTROL",Disposal refers to the process of securely removing or reusing equipment and ensuring sensitive data is handled appropriately.,195,,['56856509d39eb5b674366bbc76ffd72b'],[0.04471936 0.03751859 0.02584355 ... 0.01463458 0.0262164  0.00875628]
196,004f40a5aeca48a1879db728eb12bcba,OPERATING PROCEDURES,"DOCUMENT, PROCESS","Operating procedures are documented guidelines that outline the correct and secure operations of information processing facilities, ensuring that all users can follow them.",196,,['60fd9fbbebd6199030038d59a3bc94f0'],"[-0.02572803  0.02497458  0.05774957 ... -0.03663087 -0.02110762
  0.00536278]"
197,4465efb7f6ed4dedad72a658184addd2,CHANGE MANAGEMENT,"PROCESS, CONTROL","Change management is a systematic approach to managing changes in an organization, particularly those that affect information security, ensuring that all changes are controlled and documented.",197,,['60fd9fbbebd6199030038d59a3bc94f0'],"[ 4.92156893e-02  3.31829786e-02  3.29895541e-02 ... -3.79111245e-02
  1.21519697e-05  1.51193170e-02]"
198,b0dd60e11dad4ff782623acf039b3948,CAPACITY MANAGEMENT,"PROCESS, CONTROL","Capacity management is a critical process that entails the continuous monitoring and tuning of resources within information processing facilities. Its primary objective is to ensure that system performance aligns with current and future capacity requirements. This involves not only optimizing the use of existing resources but also projecting future capacity needs to maintain optimal system performance. By effectively managing capacity, organizations can enhance their operational efficiency and ensure that they are well-prepared to meet evolving demands.",198,,['60fd9fbbebd6199030038d59a3bc94f0' 'ddb5e5079083da0edc3897c755dc774e'],"[ 0.01904459  0.07932164  0.05935255 ... -0.0263481   0.0383203
  0.01802764]"
199,db8c43fa4df947b09e5754d3b1393ead,CLEAR SCREEN POLICY,"POLICY, SECURITY",A clear screen policy is a security measure that requires users to clear their screens of sensitive information when they are not in use to prevent unauthorized access.,199,,['60fd9fbbebd6199030038d59a3bc94f0'],"[ 0.02547766  0.02982099  0.00374582 ... -0.00293296 -0.00858354
 -0.00679404]"
200,5dabc4cd05da425cb194a04482bf0c29,SEPARATION OF ENVIRONMENTS,"PROCESS, CONTROL","Separation of development, testing, and operational environments is a control measure to reduce risks of unauthorized access or changes to the operational environment.",200,,['ddb5e5079083da0edc3897c755dc774e'],"[ 0.0293203  -0.00542808  0.10421907 ... -0.02420199 -0.01680243
  0.0130158 ]"
201,9d08f285a7be4c79b8f359c51d51db37,MALWARE PROTECTION,"PROCESS, CONTROL",Malware protection includes measures to ensure that information and processing facilities are safeguarded against malware threats.,201,,['ddb5e5079083da0edc3897c755dc774e'],"[ 0.01778316  0.02625533  0.06928723 ... -0.01320106 -0.00318231
  0.01466901]"
0,adffed660d154b519c1817e514e83096,BACKUP,"PROCESS, CONTROL","The entity ""BACKUP"" pertains to the process of creating copies of data, software, and system images, which serves as a protective measure against data loss. This process is essential for ensuring the integrity and availability of information, as it allows for the recovery of critical data in the event of accidental deletion, corruption, or system failures. By maintaining backups, individuals and organizations can safeguard their digital assets and ensure continuity in operations.",202,,['6c674d4c7d4e950fae295e0a3a760fc5' 'ddb5e5079083da0edc3897c755dc774e'],[0.01313741 0.01898921 0.02932895 ... 0.00437719 0.02762703 0.00793257]
1,b7e9c9ef572c445a9574ca571e41fb96,LOGGING AND MONITORING,"PROCESS, CONTROL","Logging and monitoring refer to the systematic process of recording events and generating evidence related to user activities, security events, exceptions, and faults within a system. This practice is essential for maintaining oversight and accountability, as it provides a comprehensive record that can be analyzed for security purposes and operational efficiency. By capturing detailed information about user interactions and system performance, logging and monitoring play a critical role in identifying potential issues, ensuring compliance with regulatory policies, and enhancing overall system security.",203,,['6c674d4c7d4e950fae295e0a3a760fc5' 'ddb5e5079083da0edc3897c755dc774e'],"[ 0.00172064  0.05180511  0.02160905 ... -0.02616205  0.01691451
 -0.0144139 ]"
2,dcb9f281cd6248c699e0ebb285a42a5e,INFORMATION BACKUP CONTROL,"CONTROL, POLICY",Information backup control involves the procedures and policies for regularly taking and testing backup copies of information and systems.,204,,['6c674d4c7d4e950fae295e0a3a760fc5'],"[ 0.01552714  0.00035101  0.01229576 ... -0.03179759  0.01626013
  0.01526904]"
3,072cdee531b74513984f49d99a8d64a0,EVENT LOGGING CONTROL,"CONTROL, POLICY","Event logging control refers to the policies and procedures for producing, keeping, and reviewing event logs related to user activities and security events.",205,,['6c674d4c7d4e950fae295e0a3a760fc5'],"[-0.01089743  0.03192729  0.02051093 ...  0.00502074  0.04771974
 -0.00789088]"
4,5ae335d9210a45fda3f92a9a028d6d9b,LOG PROTECTION CONTROL,"CONTROL, SECURITY",Log protection control involves measures to protect logging facilities and log information from tampering and unauthorized access.,206,,['6c674d4c7d4e950fae295e0a3a760fc5'],"[ 0.03195465  0.029215    0.06168924 ... -0.02883712  0.04239364
 -0.02014583]"
5,5ac60a941a5b4934bdc43d2f87de601c,ADMINISTRATOR AND OPERATOR LOGS CONTROL,"CONTROL, POLICY","Administrator and operator logs control refers to the logging of activities performed by system administrators and operators, ensuring logs are protected and reviewed.",207,,['6c674d4c7d4e950fae295e0a3a760fc5'],"[ 0.02340851  0.06106767  0.00733657 ... -0.01516415  0.0274736
 -0.01575793]"
6,d405c3154d0e48ce96fad4c28fe20590,CLOCK SYNCHRONISATION CONTROL,"CONTROL, TECHNICAL",Clock synchronisation control ensures that all relevant information processing systems are synchronized to a single reference time source.,208,,['6c674d4c7d4e950fae295e0a3a760fc5'],"[-0.004579    0.03060421  0.04640493 ... -0.0003705  -0.00755133
  0.01648771]"
7,7923d8521c744bd9aab131c1aea91ffd,OPERATIONAL SOFTWARE CONTROL,"CONTROL, POLICY",Operational software control involves procedures to manage the installation of software on operational systems to maintain system integrity.,209,,['6c674d4c7d4e950fae295e0a3a760fc5'],"[ 0.03340326  0.04518091  0.00442771 ... -0.01297537  0.01471651
  0.00690356]"
8,5bd156c87ec44e19ae6f8f62e6e50b9d,TECHNICAL VULNERABILITY MANAGEMENT,"PROCESS, OBJECTIVE",Technical vulnerability management is the process aimed at preventing the exploitation of vulnerabilities in technical systems.,210,,['6c674d4c7d4e950fae295e0a3a760fc5'],"[-0.00837567  0.0651673   0.0728537  ...  0.00575436  0.01805677
  0.01081944]"
9,c1a146d7fb16429ea6d0aa2a55ee597f,SECURITY DOMAIN,"CONCEPT, AREA","A security domain is a defined area of security management that encompasses policies, procedures, and technologies to protect information and systems.",211,,['76201b7903b27d6d1e4d963b4c3d574e'],"[ 0.02158895 -0.00703022  0.05689171 ... -0.00319014 -0.0005098
 -0.00207846]"
10,ede9350632084da5b0b577ff799ab14b,REFERENCE TIME SOURCE,"SYSTEM, RESOURCE",A reference time source is a reliable timekeeping system that provides a synchronized time standard for various operational systems.,212,,['76201b7903b27d6d1e4d963b4c3d574e'],"[-0.01621746  0.01202054  0.00770957 ...  0.01525947 -0.00382912
  0.01779131]"
11,ed559fb4ebde45518849ec803b350fa3,OPERATIONAL SOFTWARE,"SOFTWARE, SYSTEM",Operational software refers to the software applications that are critical for the functioning of operational systems within an organization.,213,,['76201b7903b27d6d1e4d963b4c3d574e'],"[ 0.01137383  0.03855354 -0.00871993 ...  0.01496219  0.01557093
  0.04938271]"
12,f422035f8b78417f98e4d116971cf9f3,TECHNICAL VULNERABILITIES,"RISK, THREAT","Technical vulnerabilities are defined as weaknesses in information systems that can be exploited by various threats, posing significant risks to the integrity and security of these systems. These vulnerabilities necessitate timely evaluation and effective risk management strategies to mitigate potential exploitation. Addressing technical vulnerabilities is crucial for maintaining the overall security posture of information systems and ensuring that they remain resilient against emerging threats.",214,,['76201b7903b27d6d1e4d963b4c3d574e' 'a0e24825b0fc7afd37a8b2934f8c0762'],"[-0.01775099  0.05864742  0.10106536 ... -0.02293796  0.00560482
  0.03587082]"
13,c79d686eba044c5586c706cdc096817d,INSTALLATION CONTROL PROCEDURES,"PROCEDURE, CONTROL",Installation control procedures are guidelines and rules established to manage and oversee the installation of software on operational systems to ensure security and integrity.,215,,['76201b7903b27d6d1e4d963b4c3d574e'],"[ 0.00273613  0.01154966  0.04294345 ... -0.04056466 -0.01061588
 -0.00982817]"
14,0f70db1e598d463fbbcdd1e288bd9490,RISK MANAGEMENT,"PROCESS, STRATEGY","Risk management involves identifying, evaluating, and taking measures to mitigate risks associated with technical vulnerabilities in information systems.",216,,['76201b7903b27d6d1e4d963b4c3d574e'],"[-0.01368476  0.05332303  0.07723344 ... -0.01520192  0.00813702
  0.00277387]"
15,b35c3d1a7daa4924b6bdb58bc69c354d,SOFTWARE INSTALLATION,"PROCESS, ACTIVITY","Software installation involves the process of setting up software applications on systems, which requires established rules to ensure security and compliance.",217,,['a0e24825b0fc7afd37a8b2934f8c0762'],"[ 0.00194464  0.04606403  0.05988766 ... -0.02261245 -0.01387883
  0.00723753]"
16,a97e2ecd870944cfbe71c79bc0fcc752,INFORMATION SYSTEMS AUDIT,"PROCESS, ACTIVITY",Information systems audit is a systematic evaluation of an organization's information systems to ensure compliance with policies and to minimize operational disruptions.,218,,['a0e24825b0fc7afd37a8b2934f8c0762'],"[-0.03673848  0.02763407 -0.0398067  ... -0.00866823 -0.00922974
  0.02338268]"
17,3e1b063bbfa9423d84e50311296d2f3c,NETWORK SECURITY,"CONCEPT, PRACTICE","Network security encompasses policies and practices designed to monitor and protect networks from unauthorized access, misuse, or theft of data.",219,,['a0e24825b0fc7afd37a8b2934f8c0762'],"[ 0.01937325  0.00236074  0.04587204 ... -0.02019626  0.01063417
 -0.00065854]"
18,9a8ce816ee954bdabd01ea2081538009,NETWORK CONTROLS,"MEASURE, CONTROL","The entity ""NETWORK CONTROLS"" refers to a set of mechanisms and security measures designed to manage and safeguard information within systems, applications, and networks. These controls are essential for preventing unauthorized access and protecting against potential breaches, ensuring the integrity and confidentiality of sensitive data. By implementing network controls, organizations can effectively mitigate risks associated with information security, thereby enhancing their overall cybersecurity posture.",220,,['7c3b7bda6bf7961e6ac2a70783710444' 'a0e24825b0fc7afd37a8b2934f8c0762'],"[ 0.00072576  0.03033774  0.0278257  ... -0.04719741  0.01818815
  0.01806738]"
19,09f18f81442d4d6d93a90f0fac683f9b,NETWORK SERVICES,"SERVICE, FUNCTION","Network services encompass a range of services delivered over a network, necessitating the establishment of security mechanisms and management requirements that must be clearly defined in agreements. These services are integral to ensuring the integrity, confidentiality, and availability of data transmitted across networks, highlighting the importance of robust regulatory frameworks and stakeholder engagement in the governance of such services.",221,,['7c3b7bda6bf7961e6ac2a70783710444' 'a0e24825b0fc7afd37a8b2934f8c0762'],"[ 0.01381468  0.02313128  0.07358333 ... -0.00833747 -0.01224806
  0.02376029]"
20,e02be3e37ca0454883a4c1fd859c24bb,INFORMATION TRANSFER,"PROCESS, SECURITY","Information transfer involves the movement of data within an organization and with external entities, requiring security measures to ensure confidentiality and integrity.",222,,['7c3b7bda6bf7961e6ac2a70783710444'],"[ 0.01940791  0.00376437  0.01165376 ... -0.03906377 -0.01281463
  0.05558642]"
21,6e0c81bef5364c988b21bf9b709d9861,INFORMATION TRANSFER POLICIES,"POLICY, PROCEDURE",Information transfer policies are formal guidelines and procedures established to protect the transfer of information through various communication methods.,223,,['7c3b7bda6bf7961e6ac2a70783710444'],"[ 0.02634423 -0.02469496 -0.02218808 ... -0.0190325   0.00770206
  0.02783956]"
22,1dbc51475cb04dafa4a8833a8378635e,AGREEMENTS ON INFORMATION TRANSFER,"DOCUMENT, CONTRACT",Agreements on information transfer are formal contracts that outline the secure transfer of business information between an organization and external parties.,224,,['7c3b7bda6bf7961e6ac2a70783710444'],"[-0.01567363 -0.00634094  0.00818328 ... -0.00536753 -0.01800542
  0.04945166]"
23,c12b9ebd8b4e42b7896822a32e3fa6eb,ELECTRONIC MESSAGING,"PROCESS, COMMUNICATION","Electronic messaging is a method of communication that facilitates the transfer of information through digital means. This form of communication necessitates the implementation of appropriate security measures to safeguard the information being exchanged. It encompasses various electronic channels and platforms, emphasizing the importance of protecting the integrity and confidentiality of the data involved in these exchanges.",225,,['13dd570d9586395ff39cafc34a520409' '7c3b7bda6bf7961e6ac2a70783710444'],"[ 0.03309844 -0.00466018  0.02013793 ... -0.00753744 -0.01613778
  0.03748718]"
24,27505f6ade4b4e5f9316ffe9c34821f7,BUSINESS INFORMATION,"DATA, INFORMATION","Business information encompasses all data and details related to the operations, transactions, and activities of an organization that need to be securely transferred.",226,,['13dd570d9586395ff39cafc34a520409'],"[-0.00743508  0.01101513  0.02804651 ... -0.02162331  0.00060664
  0.04540236]"
25,0ee7db2c6bea4630ba9f0c25e8a967ad,CONFIDENTIALITY AGREEMENTS,"DOCUMENT, LEGAL",Confidentiality or non-disclosure agreements are legal contracts that outline the obligations of parties to protect sensitive information from unauthorized disclosure.,227,,['13dd570d9586395ff39cafc34a520409'],"[ 0.0092652  -0.01823425  0.02881096 ... -0.02422067 -0.00583306
  0.04006458]"
26,5a6c1d15424149f69052cd8d91fbff75,INFORMATION SYSTEMS,"SYSTEM, TECHNOLOGY","Information systems are defined as integrated sets of components designed for the collection, storage, processing, and delivery of data, information, knowledge, and digital products. These systems play a crucial role in business operations, facilitating the efficient management and communication of information. Furthermore, information systems must adhere to established security policies and standards to ensure the integrity and confidentiality of the data they handle. Overall, they serve as essential frameworks for organizing and managing information in various contexts, particularly within organizational settings.",228,,"['13dd570d9586395ff39cafc34a520409' '73fa51bdf30e3e99dd32200944a0ffc2'
 'e9138169b7c051a081fc7ad95e6ff5cc']","[-0.02000644  0.00187028 -0.02747694 ... -0.00906675 -0.00266442
  0.05112285]"
27,d005bf75c31d4848ad7041f39651e59c,PUBLIC NETWORKS,"NETWORK, INFRASTRUCTURE","Public networks are communication networks that are accessible to the general public, often posing risks to information security due to their open nature.",229,,['e9138169b7c051a081fc7ad95e6ff5cc'],"[ 0.03450043 -0.01610267  0.02476479 ... -0.0196687  -0.01021069
  0.02427122]"
28,9b3eef8f3a3a45e6873838db95295b8a,APPLICATION SERVICES,"SERVICE, SOFTWARE","Application services are software solutions that provide specific functionalities to users, often delivered over networks, including public networks.",230,,['e9138169b7c051a081fc7ad95e6ff5cc'],"[-0.01637806  0.00154803  0.08420371 ... -0.00306441 -0.03082252
  0.03195045]"
29,fdc954b454744820804d7798f3e0b5de,SECURE DEVELOPMENT POLICY,"POLICY, GUIDELINE","The ""SECURE DEVELOPMENT POLICY"" is a comprehensive framework that establishes the rules, guidelines, and best practices for the secure development of software and systems within an organization. This policy emphasizes the integration of information security throughout the development process, ensuring that security considerations are embedded at every stage of software and system development. By outlining specific protocols and standards, the SECURE DEVELOPMENT POLICY aims to mitigate risks and enhance the overall security posture of the organization, fostering a culture of security awareness among developers and stakeholders alike.",231,,['8ca0b09e156192d00d14f5354eea1e66' 'e9138169b7c051a081fc7ad95e6ff5cc'],"[ 0.02597336 -0.0021723   0.03222826 ... -0.01369646  0.01327503
 -0.0211602 ]"
30,49c1383836934ec495c3b35769100a73,DEVELOPMENT LIFECYCLE,"PROCESS, FRAMEWORK","The development lifecycle refers to the structured process of developing software and systems, including planning, design, implementation, testing, and maintenance.",232,,['8ca0b09e156192d00d14f5354eea1e66'],"[ 0.03153592  0.00470131  0.05803126 ...  0.03073891 -0.01009193
  0.0204208 ]"
31,859dedcc3736439a8a563419f16cb3d8,CHANGE CONTROL PROCEDURES,"PROCESS, CONTROL",Change control procedures are formal processes used to manage changes to systems during the development lifecycle to ensure stability and security.,233,,['8ca0b09e156192d00d14f5354eea1e66'],"[ 0.03957645  0.0099728   0.04759246 ... -0.04906137 -0.00693532
 -0.01162532]"
32,6078b9980a6c4dcd9198d151b833ead7,TECHNICAL REVIEW,"PROCESS, EVALUATION",Technical review involves assessing business-critical applications after changes to operating platforms to ensure they function correctly and securely.,234,,['8ca0b09e156192d00d14f5354eea1e66'],"[-0.01239401  0.04929166  0.03118645 ... -0.0105278   0.00910592
  0.02150586]"
33,f93cd6b8213e46dda67af7e5382e1bd2,SOFTWARE PACKAGES,"ITEM, PRODUCT","Software packages are defined as pre-built collections of software programs designed for various applications. While these packages can be utilized as-is, they may also require modifications to meet specific user needs. However, it is crucial that any modifications are limited and controlled to ensure the security of the software. This dual nature of software packages highlights their versatility in addressing diverse requirements while emphasizing the importance of maintaining security standards during any customization processes.",235,,['8ca0b09e156192d00d14f5354eea1e66' 'f4f3954840a6c850cb2d643ab1c95750'],"[ 0.01229126 -0.01640824  0.03926045 ... -0.01931996 -0.02004789
  0.00612177]"
34,496f17c2f74244c681db1b23c7a39c0c,SECURE SYSTEM ENGINEERING PRINCIPLES,"CONCEPT, GUIDELINE","The ""SECURE SYSTEM ENGINEERING PRINCIPLES"" refer to a set of established guidelines and best practices aimed at the design and implementation of secure information systems. These principles are crucial for ensuring the security of information systems throughout their entire lifecycle, from initial conception to deployment and maintenance. By adhering to these guidelines, organizations can effectively mitigate risks and enhance the overall security posture of their information systems.",236,,['8ca0b09e156192d00d14f5354eea1e66' 'f4f3954840a6c850cb2d643ab1c95750'],"[ 0.01840399  0.01031739  0.04956807 ... -0.01717705 -0.0085718
 -0.01180086]"
35,da1684437ab04f23adac28ff70bd8429,INFORMATION SYSTEM,"SYSTEM, PLATFORM","An information system is a structured framework that is specifically designed to collect, store, manage, and disseminate information. This system typically encompasses a combination of hardware, software, data, and procedures, all working together to facilitate the effective handling of information. Within an organization, an information system plays a crucial role in not only managing data but also in processing it to support decision-making and operational efficiency.",237,,['01eed2e5f04e57d8fdd801dc27b171b4' 'f4f3954840a6c850cb2d643ab1c95750'],"[-0.01624852  0.01243853 -0.04384555 ...  0.00743663 -0.00804786
  0.04580148]"
36,4517768fc4e24bd2a790be0e08a7856e,SECURE DEVELOPMENT ENVIRONMENT,"ENVIRONMENT, SETTING","The ""SECURE DEVELOPMENT ENVIRONMENT"" refers to a controlled setting specifically designed for software and system development, where security measures are systematically integrated throughout the entire development lifecycle. This environment is crucial for safeguarding the development process, ensuring that both software and system integration efforts are conducted with a strong emphasis on security. By maintaining a secure development environment, organizations can effectively protect their development activities from potential threats and vulnerabilities, thereby enhancing the overall integrity and reliability of the software and systems being developed.",238,,['c0683849a2c9e1d8ff2b2059defdfba7' 'f4f3954840a6c850cb2d643ab1c95750'],"[ 0.03551905 -0.0090887   0.05669852 ... -0.02621592 -0.000261
 -0.00717529]"
37,545edff337344e518f68d1301d745455,OUTSOURCED SYSTEM DEVELOPMENT,"PROCESS, ACTIVITY","Outsourced system development involves delegating software development tasks to external organizations or individuals, requiring oversight and monitoring.",239,,['f4f3954840a6c850cb2d643ab1c95750'],"[-0.01506249  0.00335019  0.04303907 ... -0.01986966 -0.01010101
  0.0085639 ]"
38,9376ce8940e647a99e5e087514b88fa4,SYSTEM SECURITY TESTING,"PROCESS, ACTIVITY",System security testing is the process of evaluating the security features and functionality of a system during its development to identify vulnerabilities.,240,,['f4f3954840a6c850cb2d643ab1c95750'],"[-0.01916174 -0.01157012  0.05772881 ...  0.01840055 -0.03142201
  0.01027609]"
39,b38a636e86984600bb4b57c2e2df9747,OUTSOURCED DEVELOPMENT,"PROCESS, ACTIVITY","Outsourced development refers to the practice of hiring external entities to perform system development tasks, requiring supervision and monitoring by the organization.",241,,['c0683849a2c9e1d8ff2b2059defdfba7'],"[-0.01829645 -0.00661703  0.04364208 ... -0.01588311 -0.01243709
  0.0113988 ]"
40,4bc7440b8f4b4e4cae65a5c49defa923,SECURITY TESTING,"PROCESS, ACTIVITY",Security testing involves evaluating the security functionality of a system during its development to identify vulnerabilities and ensure compliance with security standards.,242,,['c0683849a2c9e1d8ff2b2059defdfba7'],"[ 0.01331133  0.01550233  0.06730078 ...  0.00799404 -0.03090131
  0.00299712]"
41,5d1b038ce8be4533b54dd79d6496de9b,ACCEPTANCE TESTING,"PROCESS, ACTIVITY","Acceptance testing is a process that establishes criteria for evaluating new information systems, upgrades, and versions to ensure they meet specified requirements.",243,,['c0683849a2c9e1d8ff2b2059defdfba7'],"[-0.009126   -0.01275307  0.03557085 ...  0.0337712  -0.01171994
  0.03432664]"
42,ac6e5a44e0c04a4fa93589376fde4c34,TEST DATA,"DATA, INFORMATION",Test data consists of data specifically selected and protected for use in testing environments to ensure the integrity and security of the testing process.,244,,['c0683849a2c9e1d8ff2b2059defdfba7'],"[ 0.01740403 -0.00135969  0.06126218 ... -0.01654543 -0.01436412
 -0.00542426]"
43,40e4ef7dbc98473ba311bd837859a62a,SUPPLIER,"ENTITY, GROUP","The term ""SUPPLIER"" refers to an external entity, which can be either an individual or an organization, that provides goods or services to another entity. In the context of information security and IT infrastructure, suppliers play a crucial role by not only delivering products but also ensuring the quality and reliability of those services. They may have access to the organization's assets and IT infrastructure, highlighting their importance in maintaining operational efficiency and security. Overall, suppliers are integral to the supply chain, responsible for the delivery and quality of the goods and services they provide.",245,,"['23b8aef4ef1b3768df4e0fdb8f88e632' 'c0683849a2c9e1d8ff2b2059defdfba7'
 'e71b2be806fc539bc480ce1d1ae24377']","[-0.02640496 -0.06303414  0.03327436 ... -0.01497118 -0.02169224
  0.05933699]"
44,222f0ea8a5684123a7045986640ec844,SUPPLIER AGREEMENTS,"DOCUMENT, CONTRACT","Supplier agreements are formal contracts that establish the terms and conditions under which suppliers provide goods or services, including information security requirements.",246,,['e71b2be806fc539bc480ce1d1ae24377'],"[-0.05896358 -0.04095031  0.02856998 ... -0.00184641 -0.01385948
  0.03377742]"
45,668cf1fdfd644d39acc6350b86117ea2,IT INFRASTRUCTURE COMPONENTS,"ITEM, ASSET","IT infrastructure components refer to the hardware, software, networks, and services that support the organization's IT environment and may be provided by suppliers.",247,,['e71b2be806fc539bc480ce1d1ae24377'],"[-0.0390867  -0.01130065  0.02528891 ... -0.00410548 -0.02083425
  0.07351771]"
46,478e4c72d8fb46dd8cc9f0691c9878fd,SERVICE DELIVERY MANAGEMENT,"PROCESS, MANAGEMENT","Service delivery management involves overseeing and ensuring that services provided by suppliers meet agreed-upon standards and requirements, particularly in terms of information security.",248,,['e71b2be806fc539bc480ce1d1ae24377'],"[ 0.04157197  0.01916088  0.05547322 ...  0.01353889 -0.00193393
  0.01570204]"
47,82b0446e7c9d4fc793f7b97f890e9049,SERVICE DELIVERY,"PROCESS, ACTIVITY","Service delivery refers to the process of providing services to clients or customers, ensuring that the services meet agreed standards and requirements.",249,,['23b8aef4ef1b3768df4e0fdb8f88e632'],"[ 0.01900765  0.00221445  0.04348642 ...  0.0251551  -0.0094483
 -0.00058831]"
48,8169efeea3ce473d9fd2f1c688126a1c,INFORMATION SECURITY POLICIES,"DOCUMENT, POLICY",Information security policies are formalized rules and guidelines that govern how an organization manages and protects its information assets.,250,,['23b8aef4ef1b3768df4e0fdb8f88e632'],"[ 1.06425611e-02 -1.04165608e-02 -4.09882423e-03 ... -3.55436876e-02
  8.06570752e-05  5.18516637e-03]"
49,c2d48b75af6a4d7989ccf9eceabd934e,RISKS,"CONCEPT, FACTOR",Risks refer to potential threats or vulnerabilities that could negatively impact the organization’s information security and service delivery.,251,,['23b8aef4ef1b3768df4e0fdb8f88e632'],"[ 0.00222571  0.02843589  0.10329048 ... -0.03727227 -0.01245731
  0.00499677]"
